"id","choiceset","choice","quality_1","quality_2","quality_3","angling_1","angling_2","angling_3","access_1","access_2","access_3","surround_1","surround_2","surround_3","price_1","price_2","price_3","age","house_inc"
63,7,2,3,1,1,0,0,1,0,0,0,0,0,1,0,650,900,50,7
63,8,2,3,2,3,0,1,1,0,0,1,0,0,0,0,400,400,50,7
63,9,3,3,3,1,0,0,0,0,0,0,0,1,0,0,1200,400,50,7
63,10,3,3,3,3,0,1,0,0,1,1,0,1,0,0,900,75,50,7
65,1,2,3,1,3,0,1,1,0,1,1,0,0,0,0,1200,75,42,6
65,2,3,3,1,1,0,1,0,0,1,0,0,1,0,0,900,200,42,6
65,3,2,3,2,3,0,0,1,0,0,0,0,0,0,0,900,900,42,6
65,4,2,3,1,1,0,0,1,0,1,0,0,1,1,0,400,1200,42,6
65,5,3,3,1,2,0,1,0,0,0,0,0,0,1,0,75,400,42,6
65,6,2,3,3,1,0,0,0,0,1,1,0,0,0,0,650,1200,42,6
65,7,3,3,2,2,0,0,0,0,1,1,0,1,0,0,1200,900,42,6
65,8,2,3,2,2,0,0,0,0,1,1,0,0,1,0,200,650,42,6
65,9,3,3,3,2,0,1,1,0,0,0,0,1,0,0,400,650,42,6
65,10,2,3,3,3,0,0,1,0,0,1,0,1,1,0,75,200,42,6
81,1,1,3,2,2,0,1,0,0,0,0,0,1,0,0,650,200,45,3
81,2,2,3,1,1,0,0,1,0,1,0,0,0,0,0,75,650,45,3
81,3,1,3,3,3,0,0,0,0,1,0,0,1,1,0,650,400,45,3
81,4,1,3,3,1,0,1,0,0,0,0,0,0,1,0,200,75,45,3
81,5,2,3,2,2,0,1,1,0,1,0,0,0,0,0,650,75,45,3
81,6,1,3,1,3,0,0,0,0,1,1,0,0,0,0,400,200,45,3
81,7,1,3,3,2,0,0,1,0,0,1,0,1,1,0,900,1200,45,3
81,8,1,3,2,1,0,0,1,0,1,1,0,0,1,0,900,200,45,3
81,9,1,3,2,1,0,1,0,0,0,1,0,0,0,0,1200,1200,45,3
81,10,1,3,1,3,0,1,0,0,0,1,0,1,1,0,200,900,45,3
84,1,3,3,2,1,0,1,1,0,0,1,0,1,1,0,650,200,18,12
84,2,2,3,3,3,0,0,1,0,0,0,0,1,0,0,200,1200,18,12
84,3,2,3,1,2,0,1,1,0,1,1,0,1,0,0,200,400,18,12
84,4,3,3,1,3,0,0,1,0,0,0,0,0,1,0,1200,75,18,12
84,5,1,3,2,3,0,1,1,0,1,0,0,1,1,0,1200,650,18,12
84,6,3,3,2,1,0,0,0,0,0,1,0,1,1,0,400,75,18,12
84,7,1,3,1,3,0,0,0,0,0,1,0,0,0,0,650,650,18,12
84,8,1,3,1,2,0,0,0,0,0,0,0,0,0,0,900,1200,18,12
84,9,1,3,3,2,0,1,0,0,1,0,0,0,1,0,400,900,18,12
84,10,2,3,3,1,0,1,1,0,1,1,0,0,0,0,75,900,18,12
89,1,2,3,1,3,0,1,1,0,1,1,0,0,0,0,1200,75,46,7
89,2,2,3,1,1,0,1,0,0,1,0,0,1,0,0,900,200,46,7
89,3,2,3,2,3,0,0,1,0,0,0,0,0,0,0,900,900,46,7
89,4,2,3,1,1,0,0,1,0,1,0,0,1,1,0,400,1200,46,7
89,5,3,3,1,2,0,1,0,0,0,0,0,0,1,0,75,400,46,7
89,6,3,3,3,1,0,0,0,0,1,1,0,0,0,0,650,1200,46,7
89,7,2,3,2,2,0,0,0,0,1,1,0,1,0,0,1200,900,46,7
89,8,3,3,2,2,0,0,0,0,1,1,0,0,1,0,200,650,46,7
89,9,3,3,3,2,0,1,1,0,0,0,0,1,0,0,400,650,46,7
89,10,3,3,3,3,0,0,1,0,0,1,0,1,1,0,75,200,46,7
90,1,2,3,2,2,0,1,0,0,0,0,0,1,0,0,650,200,27,3
90,2,2,3,1,1,0,0,1,0,1,0,0,0,0,0,75,650,27,3
90,3,2,3,3,3,0,0,0,0,1,0,0,1,1,0,650,400,27,3
90,4,3,3,3,1,0,1,0,0,0,0,0,0,1,0,200,75,27,3
90,5,2,3,2,2,0,1,1,0,1,0,0,0,0,0,650,75,27,3
90,6,2,3,1,3,0,0,0,0,1,1,0,0,0,0,400,200,27,3
90,7,3,3,3,2,0,0,1,0,0,1,0,1,1,0,900,1200,27,3
90,8,3,3,2,1,0,0,1,0,1,1,0,0,1,0,900,200,27,3
90,9,2,3,2,1,0,1,0,0,0,1,0,0,0,0,1200,1200,27,3
90,10,2,3,1,3,0,1,0,0,0,1,0,1,1,0,200,900,27,3
96,1,3,3,1,3,0,1,1,0,1,1,0,0,0,0,1200,75,58,8
96,2,3,3,1,1,0,1,0,0,1,0,0,1,0,0,900,200,58,8
96,3,2,3,2,3,0,0,1,0,0,0,0,0,0,0,900,900,58,8
96,4,2,3,1,1,0,0,1,0,1,0,0,1,1,0,400,1200,58,8
96,5,3,3,1,2,0,1,0,0,0,0,0,0,1,0,75,400,58,8
96,6,3,3,3,1,0,0,0,0,1,1,0,0,0,0,650,1200,58,8
96,7,3,3,2,2,0,0,0,0,1,1,0,1,0,0,1200,900,58,8
96,8,2,3,2,2,0,0,0,0,1,1,0,0,1,0,200,650,58,8
96,9,3,3,3,2,0,1,1,0,0,0,0,1,0,0,400,650,58,8
96,10,3,3,3,3,0,0,1,0,0,1,0,1,1,0,75,200,58,8
97,1,1,3,1,3,0,1,1,0,1,1,0,0,0,0,1200,75,53,4
97,2,3,3,1,1,0,1,0,0,1,0,0,1,0,0,900,200,53,4
97,3,2,3,2,3,0,0,1,0,0,0,0,0,0,0,900,900,53,4
97,4,2,3,1,1,0,0,1,0,1,0,0,1,1,0,400,1200,53,4
97,5,3,3,1,2,0,1,0,0,0,0,0,0,1,0,75,400,53,4
97,6,1,3,3,1,0,0,0,0,1,1,0,0,0,0,650,1200,53,4
97,7,3,3,2,2,0,0,0,0,1,1,0,1,0,0,1200,900,53,4
97,8,2,3,2,2,0,0,0,0,1,1,0,0,1,0,200,650,53,4
97,9,3,3,3,2,0,1,1,0,0,0,0,1,0,0,400,650,53,4
97,10,1,3,3,3,0,0,1,0,0,1,0,1,1,0,75,200,53,4
98,1,3,3,2,1,0,1,1,0,0,1,0,1,1,0,650,200,47,6
98,2,2,3,3,3,0,0,1,0,0,0,0,1,0,0,200,1200,47,6
98,3,2,3,1,2,0,1,1,0,1,1,0,1,0,0,200,400,47,6
98,4,3,3,1,3,0,0,1,0,0,0,0,0,1,0,1200,75,47,6
98,5,3,3,2,3,0,1,1,0,1,0,0,1,1,0,1200,650,47,6
98,6,3,3,2,1,0,0,0,0,0,1,0,1,1,0,400,75,47,6
98,7,3,3,1,3,0,0,0,0,0,1,0,0,0,0,650,650,47,6
98,8,2,3,1,2,0,0,0,0,0,0,0,0,0,0,900,1200,47,6
98,9,2,3,3,2,0,1,0,0,1,0,0,0,1,0,400,900,47,6
98,10,2,3,3,1,0,1,1,0,1,1,0,0,0,0,75,900,47,6
114,1,3,3,2,2,0,1,0,0,0,0,0,1,0,0,650,200,47,11
114,2,2,3,1,1,0,0,1,0,1,0,0,0,0,0,75,650,47,11
114,3,2,3,3,3,0,0,0,0,1,0,0,1,1,0,650,400,47,11
114,4,3,3,3,1,0,1,0,0,0,0,0,0,1,0,200,75,47,11
114,5,2,3,2,2,0,1,1,0,1,0,0,0,0,0,650,75,47,11
114,6,2,3,1,3,0,0,0,0,1,1,0,0,0,0,400,200,47,11
114,7,3,3,3,2,0,0,1,0,0,1,0,1,1,0,900,1200,47,11
114,8,2,3,2,1,0,0,1,0,1,1,0,0,1,0,900,200,47,11
114,9,3,3,2,1,0,1,0,0,0,1,0,0,0,0,1200,1200,47,11
114,10,3,3,1,3,0,1,0,0,0,1,0,1,1,0,200,900,47,11
